period,respondent,respondent-name,type,type-name,value,value-units
2019-09-06T22,CISO,California Independent System Operator,D,Demand,38161,megawatthours
2019-09-06T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,39323,megawatthours
2019-09-06T22,CISO,California Independent System Operator,NG,Net generation,32716,megawatthours
2019-09-06T22,CISO,California Independent System Operator,TI,Total interchange,-5392,megawatthours
2019-09-06T23,CISO,California Independent System Operator,D,Demand,39696,megawatthours
2019-09-06T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,40761,megawatthours
2019-09-06T23,CISO,California Independent System Operator,NG,Net generation,33680,megawatthours
2019-09-06T23,CISO,California Independent System Operator,TI,Total interchange,-5574,megawatthours
2019-09-07T00,CISO,California Independent System Operator,D,Demand,40815,megawatthours
2019-09-07T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,41909,megawatthours
2019-09-07T00,CISO,California Independent System Operator,NG,Net generation,33657,megawatthours
2019-09-07T00,CISO,California Independent System Operator,TI,Total interchange,-5833,megawatthours
2019-09-07T01,CISO,California Independent System Operator,D,Demand,41237,megawatthours
2019-09-07T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,41751,megawatthours
2019-09-07T01,CISO,California Independent System Operator,NG,Net generation,31785,megawatthours
2019-09-07T01,CISO,California Independent System Operator,TI,Total interchange,-6540,megawatthours
2019-09-07T02,CISO,California Independent System Operator,D,Demand,40331,megawatthours
2019-09-07T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,40738,megawatthours
2019-09-07T02,CISO,California Independent System Operator,NG,Net generation,29302,megawatthours
2019-09-07T02,CISO,California Independent System Operator,TI,Total interchange,-8002,megawatthours
2019-09-07T03,CISO,California Independent System Operator,D,Demand,39152,megawatthours
2019-09-07T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,39651,megawatthours
2019-09-07T03,CISO,California Independent System Operator,NG,Net generation,28022,megawatthours
2019-09-07T03,CISO,California Independent System Operator,TI,Total interchange,-8516,megawatthours
2019-09-07T04,CISO,California Independent System Operator,D,Demand,37810,megawatthours
2019-09-07T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,38107,megawatthours
2019-09-07T04,CISO,California Independent System Operator,NG,Net generation,26514,megawatthours
2019-09-07T04,CISO,California Independent System Operator,TI,Total interchange,-8794,megawatthours
2019-09-07T05,CISO,California Independent System Operator,D,Demand,35557,megawatthours
2019-09-07T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,35817,megawatthours
2019-09-07T05,CISO,California Independent System Operator,NG,Net generation,24588,megawatthours
2019-09-07T05,CISO,California Independent System Operator,TI,Total interchange,-8429,megawatthours
2019-09-07T06,CISO,California Independent System Operator,D,Demand,32747,megawatthours
2019-09-07T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32898,megawatthours
2019-09-07T06,CISO,California Independent System Operator,NG,Net generation,22261,megawatthours
2019-09-07T06,CISO,California Independent System Operator,TI,Total interchange,-7489,megawatthours
2019-09-07T07,CISO,California Independent System Operator,D,Demand,29988,megawatthours
2019-09-07T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30078,megawatthours
2019-09-07T07,CISO,California Independent System Operator,NG,Net generation,19370,megawatthours
2019-09-07T07,CISO,California Independent System Operator,TI,Total interchange,-7629,megawatthours
2019-09-07T08,CISO,California Independent System Operator,D,Demand,27836,megawatthours
2019-09-07T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27191,megawatthours
2019-09-07T08,CISO,California Independent System Operator,NG,Net generation,18079,megawatthours
2019-09-07T08,CISO,California Independent System Operator,TI,Total interchange,-7450,megawatthours
2019-09-07T09,CISO,California Independent System Operator,D,Demand,26146,megawatthours
2019-09-07T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25668,megawatthours
2019-09-07T09,CISO,California Independent System Operator,NG,Net generation,16956,megawatthours
2019-09-07T09,CISO,California Independent System Operator,TI,Total interchange,-7047,megawatthours
2019-09-07T10,CISO,California Independent System Operator,D,Demand,24955,megawatthours
2019-09-07T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24610,megawatthours
2019-09-07T10,CISO,California Independent System Operator,NG,Net generation,15794,megawatthours
2019-09-07T10,CISO,California Independent System Operator,TI,Total interchange,-7149,megawatthours
2019-09-07T11,CISO,California Independent System Operator,D,Demand,24138,megawatthours
2019-09-07T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23896,megawatthours
2019-09-07T11,CISO,California Independent System Operator,NG,Net generation,15381,megawatthours
2019-09-07T11,CISO,California Independent System Operator,TI,Total interchange,-7271,megawatthours
2019-09-07T12,CISO,California Independent System Operator,D,Demand,23762,megawatthours
2019-09-07T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23704,megawatthours
2019-09-07T12,CISO,California Independent System Operator,NG,Net generation,15472,megawatthours
2019-09-07T12,CISO,California Independent System Operator,TI,Total interchange,-6991,megawatthours
2019-09-07T13,CISO,California Independent System Operator,D,Demand,24024,megawatthours
2019-09-07T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24020,megawatthours
2019-09-07T13,CISO,California Independent System Operator,NG,Net generation,15615,megawatthours
2019-09-07T13,CISO,California Independent System Operator,TI,Total interchange,-7080,megawatthours
2019-09-07T14,CISO,California Independent System Operator,D,Demand,24476,megawatthours
2019-09-07T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24569,megawatthours
2019-09-07T14,CISO,California Independent System Operator,NG,Net generation,15839,megawatthours
2019-09-07T14,CISO,California Independent System Operator,TI,Total interchange,-7474,megawatthours
2019-09-07T15,CISO,California Independent System Operator,D,Demand,24777,megawatthours
2019-09-07T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24870,megawatthours
2019-09-07T15,CISO,California Independent System Operator,NG,Net generation,17986,megawatthours
2019-09-07T15,CISO,California Independent System Operator,TI,Total interchange,-7015,megawatthours
2019-09-07T16,CISO,California Independent System Operator,D,Demand,25635,megawatthours
2019-09-07T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25762,megawatthours
2019-09-07T16,CISO,California Independent System Operator,NG,Net generation,20235,megawatthours
2019-09-07T16,CISO,California Independent System Operator,TI,Total interchange,-5963,megawatthours
2019-09-07T17,CISO,California Independent System Operator,D,Demand,26660,megawatthours
2019-09-07T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26439,megawatthours
2019-09-07T17,CISO,California Independent System Operator,NG,Net generation,21250,megawatthours
2019-09-07T17,CISO,California Independent System Operator,TI,Total interchange,-5371,megawatthours
2019-09-07T18,CISO,California Independent System Operator,D,Demand,27840,megawatthours
2019-09-07T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27304,megawatthours
2019-09-07T18,CISO,California Independent System Operator,NG,Net generation,22195,megawatthours
2019-09-07T18,CISO,California Independent System Operator,TI,Total interchange,-5612,megawatthours
2019-09-07T19,CISO,California Independent System Operator,D,Demand,29314,megawatthours
2019-09-07T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27981,megawatthours
2019-09-07T19,CISO,California Independent System Operator,NG,Net generation,23197,megawatthours
2019-09-07T19,CISO,California Independent System Operator,TI,Total interchange,-5997,megawatthours
2019-09-07T20,CISO,California Independent System Operator,D,Demand,30303,megawatthours
2019-09-07T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28905,megawatthours
2019-09-07T20,CISO,California Independent System Operator,NG,Net generation,24249,megawatthours
2019-09-07T20,CISO,California Independent System Operator,TI,Total interchange,-6169,megawatthours
2019-09-07T21,CISO,California Independent System Operator,D,Demand,31479,megawatthours
2019-09-07T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30188,megawatthours
2019-09-07T21,CISO,California Independent System Operator,NG,Net generation,26034,megawatthours
2019-09-07T21,CISO,California Independent System Operator,TI,Total interchange,-5942,megawatthours
2019-09-07T22,CISO,California Independent System Operator,D,Demand,32495,megawatthours
2019-09-07T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31542,megawatthours
2019-09-07T22,CISO,California Independent System Operator,NG,Net generation,26022,megawatthours
2019-09-07T22,CISO,California Independent System Operator,TI,Total interchange,-5589,megawatthours
2019-09-07T23,CISO,California Independent System Operator,D,Demand,33357,megawatthours
2019-09-07T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32953,megawatthours
2019-09-07T23,CISO,California Independent System Operator,NG,Net generation,27082,megawatthours
2019-09-07T23,CISO,California Independent System Operator,TI,Total interchange,-6232,megawatthours
2019-09-08T00,CISO,California Independent System Operator,D,Demand,34118,megawatthours
2019-09-08T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33871,megawatthours
2019-09-08T00,CISO,California Independent System Operator,NG,Net generation,27411,megawatthours
2019-09-08T00,CISO,California Independent System Operator,TI,Total interchange,-5816,megawatthours
2019-09-08T01,CISO,California Independent System Operator,D,Demand,34541,megawatthours
2019-09-08T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,34340,megawatthours
2019-09-08T01,CISO,California Independent System Operator,NG,Net generation,24443,megawatthours
2019-09-08T01,CISO,California Independent System Operator,TI,Total interchange,-6774,megawatthours
2019-09-08T02,CISO,California Independent System Operator,D,Demand,34342,megawatthours
2019-09-08T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,34041,megawatthours
2019-09-08T02,CISO,California Independent System Operator,NG,Net generation,22111,megawatthours
2019-09-08T02,CISO,California Independent System Operator,TI,Total interchange,-9350,megawatthours
2019-09-08T03,CISO,California Independent System Operator,D,Demand,33482,megawatthours
2019-09-08T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33685,megawatthours
2019-09-08T03,CISO,California Independent System Operator,NG,Net generation,21314,megawatthours
2019-09-08T03,CISO,California Independent System Operator,TI,Total interchange,-9846,megawatthours
2019-09-08T04,CISO,California Independent System Operator,D,Demand,32352,megawatthours
2019-09-08T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32919,megawatthours
2019-09-08T04,CISO,California Independent System Operator,NG,Net generation,20582,megawatthours
2019-09-08T04,CISO,California Independent System Operator,TI,Total interchange,-9709,megawatthours
2019-09-08T05,CISO,California Independent System Operator,D,Demand,30741,megawatthours
2019-09-08T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31339,megawatthours
2019-09-08T05,CISO,California Independent System Operator,NG,Net generation,19853,megawatthours
2019-09-08T05,CISO,California Independent System Operator,TI,Total interchange,-9051,megawatthours
2019-09-08T06,CISO,California Independent System Operator,D,Demand,28556,megawatthours
2019-09-08T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29180,megawatthours
2019-09-08T06,CISO,California Independent System Operator,NG,Net generation,18446,megawatthours
2019-09-08T06,CISO,California Independent System Operator,TI,Total interchange,-8016,megawatthours
2019-09-08T07,CISO,California Independent System Operator,D,Demand,26513,megawatthours
2019-09-08T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27112,megawatthours
2019-09-08T07,CISO,California Independent System Operator,NG,Net generation,16348,megawatthours
2019-09-08T07,CISO,California Independent System Operator,TI,Total interchange,-7257,megawatthours
2019-09-08T08,CISO,California Independent System Operator,D,Demand,24919,megawatthours
2019-09-08T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24919,megawatthours
2019-09-08T08,CISO,California Independent System Operator,NG,Net generation,14014,megawatthours
2019-09-08T08,CISO,California Independent System Operator,TI,Total interchange,-8254,megawatthours
2019-09-08T09,CISO,California Independent System Operator,D,Demand,23629,megawatthours
2019-09-08T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23715,megawatthours
2019-09-08T09,CISO,California Independent System Operator,NG,Net generation,12701,megawatthours
2019-09-08T09,CISO,California Independent System Operator,TI,Total interchange,-8853,megawatthours
2019-09-08T10,CISO,California Independent System Operator,D,Demand,22634,megawatthours
2019-09-08T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22808,megawatthours
2019-09-08T10,CISO,California Independent System Operator,NG,Net generation,11703,megawatthours
2019-09-08T10,CISO,California Independent System Operator,TI,Total interchange,-8890,megawatthours
2019-09-08T11,CISO,California Independent System Operator,D,Demand,21931,megawatthours
2019-09-08T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22187,megawatthours
2019-09-08T11,CISO,California Independent System Operator,NG,Net generation,11225,megawatthours
2019-09-08T11,CISO,California Independent System Operator,TI,Total interchange,-8941,megawatthours
2019-09-08T12,CISO,California Independent System Operator,D,Demand,21813,megawatthours
2019-09-08T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21996,megawatthours
2019-09-08T12,CISO,California Independent System Operator,NG,Net generation,11326,megawatthours
2019-09-08T12,CISO,California Independent System Operator,TI,Total interchange,-9164,megawatthours
2019-09-08T13,CISO,California Independent System Operator,D,Demand,21983,megawatthours
2019-09-08T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22103,megawatthours
2019-09-08T13,CISO,California Independent System Operator,NG,Net generation,11335,megawatthours
2019-09-08T13,CISO,California Independent System Operator,TI,Total interchange,-9199,megawatthours
2019-09-08T14,CISO,California Independent System Operator,D,Demand,22153,megawatthours
2019-09-08T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22302,megawatthours
2019-09-08T14,CISO,California Independent System Operator,NG,Net generation,12487,megawatthours
2019-09-08T14,CISO,California Independent System Operator,TI,Total interchange,-9204,megawatthours
2019-09-08T15,CISO,California Independent System Operator,D,Demand,22095,megawatthours
2019-09-08T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22279,megawatthours
2019-09-08T15,CISO,California Independent System Operator,NG,Net generation,16078,megawatthours
2019-09-08T15,CISO,California Independent System Operator,TI,Total interchange,-7159,megawatthours
2019-09-08T16,CISO,California Independent System Operator,D,Demand,22478,megawatthours
2019-09-08T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22682,megawatthours
2019-09-08T16,CISO,California Independent System Operator,NG,Net generation,18383,megawatthours
2019-09-08T16,CISO,California Independent System Operator,TI,Total interchange,-4587,megawatthours
2019-09-08T17,CISO,California Independent System Operator,D,Demand,22619,megawatthours
2019-09-08T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23026,megawatthours
2019-09-08T17,CISO,California Independent System Operator,NG,Net generation,19588,megawatthours
2019-09-08T17,CISO,California Independent System Operator,TI,Total interchange,-3102,megawatthours
2019-09-08T18,CISO,California Independent System Operator,D,Demand,22826,megawatthours
2019-09-08T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23337,megawatthours
2019-09-08T18,CISO,California Independent System Operator,NG,Net generation,19869,megawatthours
2019-09-08T18,CISO,California Independent System Operator,TI,Total interchange,-2423,megawatthours
2019-09-08T19,CISO,California Independent System Operator,D,Demand,23221,megawatthours
2019-09-08T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23703,megawatthours
2019-09-08T19,CISO,California Independent System Operator,NG,Net generation,19995,megawatthours
2019-09-08T19,CISO,California Independent System Operator,TI,Total interchange,-2704,megawatthours
2019-09-08T20,CISO,California Independent System Operator,D,Demand,23771,megawatthours
2019-09-08T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24295,megawatthours
2019-09-08T20,CISO,California Independent System Operator,NG,Net generation,20278,megawatthours
2019-09-08T20,CISO,California Independent System Operator,TI,Total interchange,-2918,megawatthours
2019-09-08T21,CISO,California Independent System Operator,D,Demand,24798,megawatthours
2019-09-08T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25404,megawatthours
2019-09-08T21,CISO,California Independent System Operator,NG,Net generation,20874,megawatthours
2019-09-08T21,CISO,California Independent System Operator,TI,Total interchange,-3744,megawatthours
2019-09-08T22,CISO,California Independent System Operator,D,Demand,26258,megawatthours
2019-09-08T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26903,megawatthours
2019-09-08T22,CISO,California Independent System Operator,NG,Net generation,21306,megawatthours
2019-09-08T22,CISO,California Independent System Operator,TI,Total interchange,-4539,megawatthours
2019-09-08T23,CISO,California Independent System Operator,D,Demand,27809,megawatthours
2019-09-08T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28586,megawatthours
2019-09-08T23,CISO,California Independent System Operator,NG,Net generation,22080,megawatthours
2019-09-08T23,CISO,California Independent System Operator,TI,Total interchange,-5738,megawatthours
2019-09-09T00,CISO,California Independent System Operator,D,Demand,29221,megawatthours
2019-09-09T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30245,megawatthours
2019-09-09T00,CISO,California Independent System Operator,NG,Net generation,21965,megawatthours
2019-09-09T00,CISO,California Independent System Operator,TI,Total interchange,-6159,megawatthours
2019-09-09T01,CISO,California Independent System Operator,D,Demand,30454,megawatthours
2019-09-09T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31384,megawatthours
2019-09-09T01,CISO,California Independent System Operator,NG,Net generation,20910,megawatthours
2019-09-09T01,CISO,California Independent System Operator,TI,Total interchange,-7817,megawatthours
2019-09-09T02,CISO,California Independent System Operator,D,Demand,31049,megawatthours
2019-09-09T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31737,megawatthours
2019-09-09T02,CISO,California Independent System Operator,NG,Net generation,19421,megawatthours
2019-09-09T02,CISO,California Independent System Operator,TI,Total interchange,-9304,megawatthours
2019-09-09T03,CISO,California Independent System Operator,D,Demand,31155,megawatthours
2019-09-09T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31919,megawatthours
2019-09-09T03,CISO,California Independent System Operator,NG,Net generation,19163,megawatthours
2019-09-09T03,CISO,California Independent System Operator,TI,Total interchange,-10057,megawatthours
2019-09-09T04,CISO,California Independent System Operator,D,Demand,30724,megawatthours
2019-09-09T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31382,megawatthours
2019-09-09T04,CISO,California Independent System Operator,NG,Net generation,18320,megawatthours
2019-09-09T04,CISO,California Independent System Operator,TI,Total interchange,-10519,megawatthours
2019-09-09T05,CISO,California Independent System Operator,D,Demand,29141,megawatthours
2019-09-09T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29733,megawatthours
2019-09-09T05,CISO,California Independent System Operator,NG,Net generation,17385,megawatthours
2019-09-09T05,CISO,California Independent System Operator,TI,Total interchange,-9838,megawatthours
2019-09-09T06,CISO,California Independent System Operator,D,Demand,26844,megawatthours
2019-09-09T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27448,megawatthours
2019-09-09T06,CISO,California Independent System Operator,NG,Net generation,16011,megawatthours
2019-09-09T06,CISO,California Independent System Operator,TI,Total interchange,-8650,megawatthours
2019-09-09T07,CISO,California Independent System Operator,D,Demand,24683,megawatthours
2019-09-09T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25305,megawatthours
2019-09-09T07,CISO,California Independent System Operator,NG,Net generation,14524,megawatthours
2019-09-09T07,CISO,California Independent System Operator,TI,Total interchange,-7870,megawatthours
2019-09-09T08,CISO,California Independent System Operator,D,Demand,23271,megawatthours
2019-09-09T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22952,megawatthours
2019-09-09T08,CISO,California Independent System Operator,NG,Net generation,13701,megawatthours
2019-09-09T08,CISO,California Independent System Operator,TI,Total interchange,-7758,megawatthours
2019-09-09T09,CISO,California Independent System Operator,D,Demand,22518,megawatthours
2019-09-09T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22076,megawatthours
2019-09-09T09,CISO,California Independent System Operator,NG,Net generation,13460,megawatthours
2019-09-09T09,CISO,California Independent System Operator,TI,Total interchange,-7615,megawatthours
2019-09-09T10,CISO,California Independent System Operator,D,Demand,22061,megawatthours
2019-09-09T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21531,megawatthours
2019-09-09T10,CISO,California Independent System Operator,NG,Net generation,13350,megawatthours
2019-09-09T10,CISO,California Independent System Operator,TI,Total interchange,-7416,megawatthours
2019-09-09T11,CISO,California Independent System Operator,D,Demand,21831,megawatthours
2019-09-09T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21372,megawatthours
2019-09-09T11,CISO,California Independent System Operator,NG,Net generation,13680,megawatthours
2019-09-09T11,CISO,California Independent System Operator,TI,Total interchange,-7074,megawatthours
2019-09-09T12,CISO,California Independent System Operator,D,Demand,22030,megawatthours
2019-09-09T12,CISO,California Independent System Operator,DF,Day-ahead demand forecast,21830,megawatthours
2019-09-09T12,CISO,California Independent System Operator,NG,Net generation,14115,megawatthours
2019-09-09T12,CISO,California Independent System Operator,TI,Total interchange,-7035,megawatthours
2019-09-09T13,CISO,California Independent System Operator,D,Demand,23351,megawatthours
2019-09-09T13,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23173,megawatthours
2019-09-09T13,CISO,California Independent System Operator,NG,Net generation,14719,megawatthours
2019-09-09T13,CISO,California Independent System Operator,TI,Total interchange,-7509,megawatthours
2019-09-09T14,CISO,California Independent System Operator,D,Demand,25393,megawatthours
2019-09-09T14,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25172,megawatthours
2019-09-09T14,CISO,California Independent System Operator,NG,Net generation,15892,megawatthours
2019-09-09T14,CISO,California Independent System Operator,TI,Total interchange,-9216,megawatthours
2019-09-09T15,CISO,California Independent System Operator,D,Demand,26465,megawatthours
2019-09-09T15,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26239,megawatthours
2019-09-09T15,CISO,California Independent System Operator,NG,Net generation,19046,megawatthours
2019-09-09T15,CISO,California Independent System Operator,TI,Total interchange,-8035,megawatthours
2019-09-09T16,CISO,California Independent System Operator,D,Demand,26762,megawatthours
2019-09-09T16,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26691,megawatthours
2019-09-09T16,CISO,California Independent System Operator,NG,Net generation,20552,megawatthours
2019-09-09T16,CISO,California Independent System Operator,TI,Total interchange,-6100,megawatthours
2019-09-09T17,CISO,California Independent System Operator,D,Demand,27378,megawatthours
2019-09-09T17,CISO,California Independent System Operator,DF,Day-ahead demand forecast,26974,megawatthours
2019-09-09T17,CISO,California Independent System Operator,NG,Net generation,21343,megawatthours
2019-09-09T17,CISO,California Independent System Operator,TI,Total interchange,-5731,megawatthours
2019-09-09T18,CISO,California Independent System Operator,D,Demand,27183,megawatthours
2019-09-09T18,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27385,megawatthours
2019-09-09T18,CISO,California Independent System Operator,NG,Net generation,21277,megawatthours
2019-09-09T18,CISO,California Independent System Operator,TI,Total interchange,-5104,megawatthours
2019-09-09T19,CISO,California Independent System Operator,D,Demand,27349,megawatthours
2019-09-09T19,CISO,California Independent System Operator,DF,Day-ahead demand forecast,27876,megawatthours
2019-09-09T19,CISO,California Independent System Operator,NG,Net generation,21025,megawatthours
2019-09-09T19,CISO,California Independent System Operator,TI,Total interchange,-5383,megawatthours
2019-09-09T20,CISO,California Independent System Operator,D,Demand,27832,megawatthours
2019-09-09T20,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28592,megawatthours
2019-09-09T20,CISO,California Independent System Operator,NG,Net generation,21897,megawatthours
2019-09-09T20,CISO,California Independent System Operator,TI,Total interchange,-6108,megawatthours
2019-09-09T21,CISO,California Independent System Operator,D,Demand,28951,megawatthours
2019-09-09T21,CISO,California Independent System Operator,DF,Day-ahead demand forecast,29797,megawatthours
2019-09-09T21,CISO,California Independent System Operator,NG,Net generation,22825,megawatthours
2019-09-09T21,CISO,California Independent System Operator,TI,Total interchange,-5857,megawatthours
2019-09-09T22,CISO,California Independent System Operator,D,Demand,30239,megawatthours
2019-09-09T22,CISO,California Independent System Operator,DF,Day-ahead demand forecast,31107,megawatthours
2019-09-09T22,CISO,California Independent System Operator,NG,Net generation,24076,megawatthours
2019-09-09T22,CISO,California Independent System Operator,TI,Total interchange,-6072,megawatthours
2019-09-09T23,CISO,California Independent System Operator,D,Demand,31613,megawatthours
2019-09-09T23,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32253,megawatthours
2019-09-09T23,CISO,California Independent System Operator,NG,Net generation,24699,megawatthours
2019-09-09T23,CISO,California Independent System Operator,TI,Total interchange,-6447,megawatthours
2019-09-10T00,CISO,California Independent System Operator,D,Demand,32780,megawatthours
2019-09-10T00,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33329,megawatthours
2019-09-10T00,CISO,California Independent System Operator,NG,Net generation,25061,megawatthours
2019-09-10T00,CISO,California Independent System Operator,TI,Total interchange,-6748,megawatthours
2019-09-10T01,CISO,California Independent System Operator,D,Demand,33704,megawatthours
2019-09-10T01,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33705,megawatthours
2019-09-10T01,CISO,California Independent System Operator,NG,Net generation,23698,megawatthours
2019-09-10T01,CISO,California Independent System Operator,TI,Total interchange,-7806,megawatthours
2019-09-10T02,CISO,California Independent System Operator,D,Demand,33650,megawatthours
2019-09-10T02,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33419,megawatthours
2019-09-10T02,CISO,California Independent System Operator,NG,Net generation,21902,megawatthours
2019-09-10T02,CISO,California Independent System Operator,TI,Total interchange,-9187,megawatthours
2019-09-10T03,CISO,California Independent System Operator,D,Demand,33417,megawatthours
2019-09-10T03,CISO,California Independent System Operator,DF,Day-ahead demand forecast,33427,megawatthours
2019-09-10T03,CISO,California Independent System Operator,NG,Net generation,21570,megawatthours
2019-09-10T03,CISO,California Independent System Operator,TI,Total interchange,-9956,megawatthours
2019-09-10T04,CISO,California Independent System Operator,D,Demand,32660,megawatthours
2019-09-10T04,CISO,California Independent System Operator,DF,Day-ahead demand forecast,32613,megawatthours
2019-09-10T04,CISO,California Independent System Operator,NG,Net generation,19994,megawatthours
2019-09-10T04,CISO,California Independent System Operator,TI,Total interchange,-9895,megawatthours
2019-09-10T05,CISO,California Independent System Operator,D,Demand,30788,megawatthours
2019-09-10T05,CISO,California Independent System Operator,DF,Day-ahead demand forecast,30704,megawatthours
2019-09-10T05,CISO,California Independent System Operator,NG,Net generation,19462,megawatthours
2019-09-10T05,CISO,California Independent System Operator,TI,Total interchange,-9587,megawatthours
2019-09-10T06,CISO,California Independent System Operator,D,Demand,28137,megawatthours
2019-09-10T06,CISO,California Independent System Operator,DF,Day-ahead demand forecast,28103,megawatthours
2019-09-10T06,CISO,California Independent System Operator,NG,Net generation,17391,megawatthours
2019-09-10T06,CISO,California Independent System Operator,TI,Total interchange,-8111,megawatthours
2019-09-10T07,CISO,California Independent System Operator,D,Demand,25858,megawatthours
2019-09-10T07,CISO,California Independent System Operator,DF,Day-ahead demand forecast,25759,megawatthours
2019-09-10T07,CISO,California Independent System Operator,NG,Net generation,16294,megawatthours
2019-09-10T07,CISO,California Independent System Operator,TI,Total interchange,-7710,megawatthours
2019-09-10T08,CISO,California Independent System Operator,D,Demand,24538,megawatthours
2019-09-10T08,CISO,California Independent System Operator,DF,Day-ahead demand forecast,24088,megawatthours
2019-09-10T08,CISO,California Independent System Operator,NG,Net generation,15432,megawatthours
2019-09-10T08,CISO,California Independent System Operator,TI,Total interchange,-7210,megawatthours
2019-09-10T09,CISO,California Independent System Operator,D,Demand,23567,megawatthours
2019-09-10T09,CISO,California Independent System Operator,DF,Day-ahead demand forecast,23050,megawatthours
2019-09-10T09,CISO,California Independent System Operator,NG,Net generation,14866,megawatthours
2019-09-10T09,CISO,California Independent System Operator,TI,Total interchange,-7074,megawatthours
2019-09-10T10,CISO,California Independent System Operator,D,Demand,22840,megawatthours
2019-09-10T10,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22322,megawatthours
2019-09-10T10,CISO,California Independent System Operator,NG,Net generation,14423,megawatthours
2019-09-10T10,CISO,California Independent System Operator,TI,Total interchange,-6948,megawatthours
2019-09-10T11,CISO,California Independent System Operator,D,Demand,22485,megawatthours
2019-09-10T11,CISO,California Independent System Operator,DF,Day-ahead demand forecast,22013,megawatthours
